online_id,comment,is_public,is_deleted,cache_level_name,cache_submitted,cache_submitted_timestamp,cache_downloads,cache_likes,cache_stars,cache_username,cache_level_string_available,cache_user_id,cache_account_id,cache_daily_id,is_test_daily,cache_daily_date,cache_needs_updating,cache_available_versions,cache_search_available,cache_min_stars,cache_max_stars,cache_rating_changed,cache_filter_difficulty,cache_length,cache_featured,cache_max_featured,cache_epic,cache_max_epic,cache_two_player,cache_max_two_player,cache_original,cache_max_original,cache_min_game_version,cache_max_game_version,cache_game_version,cache_audiotrack,cache_song_id,cache_song_artist_id,cache_needs_revalidation,cache_file_size,cache_decompressed_file_size,cache_object_count,level_type,level_type_details
39599737,,True,False,Stereo,2026-03-16T03:03:22.886Z,1773630202,1989615,104650,10,PotatoBaby,True,13478946,4076570,100011,False,,False,1,True,10,10,False,8,3,9682,24330,1,1,False,False,0,0,21,21,21,0,518749,30,False,277560.0,2030855.0,33397.0,Weekly,Weekly
35472709,,True,False,Wild West,2026-03-19T03:03:57.731Z,1773889437,7105253,352863,10,Danzmen,True,5468025,568907,100012,False,,False,2,True,10,10,False,8,4,8678,23539,1,1,False,False,0,0,21,21,21,0,747194,2159,False,460756.0,3097641.0,45328.0,Weekly,Weekly
41007125,,True,False,Fire level,2026-03-19T03:03:57.731Z,1773889437,2970374,176274,10,Dudex,True,1228412,23838,100013,False,,False,2,True,10,10,False,8,3,9787,24422,1,1,False,False,30222242,30222242,21,21,21,0,780702,2787,False,493560.0,2857778.0,50276.0,Weekly,Weekly
41268707,,True,False,Fusion Flare,2026-03-19T03:03:57.731Z,1773889437,1917025,86885,10,Skitten,True,2929990,203,100014,False,,False,1,True,10,10,False,8,3,9919,24470,1,1,False,False,33296991,33296991,21,21,21,10,0,0,False,442980.0,2735117.0,45524.0,Weekly,Weekly
38523317,,True,False,Dead Lands,2026-03-19T03:03:57.731Z,1773889437,930193,74746,10,Flukester,True,15965502,4660758,100015,False,,False,2,True,10,10,False,9,3,9978,24480,1,1,False,False,38523317,38523317,21,21,21,0,731827,2787,False,292096.0,2134507.0,37257.0,Weekly,Weekly
38693063,,True,False,Kotoruption,2026-03-19T03:03:57.731Z,1773889437,1231764,88845,10,Alex1304,True,4063664,98006,100016,False,,False,1,True,10,10,False,9,3,9503,24281,1,1,False,False,0,0,21,21,21,0,746858,49155,False,324760.0,1641104.0,37892.0,Weekly,Weekly
35382748,,True,False,Magnitude,2026-03-19T03:03:57.731Z,1773889437,1647371,121183,10,Shutter,True,18926232,5514688,100017,False,,False,1,True,10,10,False,8,3,8724,23580,1,1,False,False,33783892,33783892,21,21,21,0,720362,23519,False,134268.0,794587.0,17575.0,Weekly,Weekly
40860010,,True,False,Rewired,2026-03-19T03:03:57.731Z,1773889437,949929,64755,10,JacobROso,True,1381364,156347,100018,False,,False,2,True,10,10,False,8,3,10075,24490,1,1,False,False,0,0,21,21,21,0,759390,23519,False,372140.0,2265930.0,45172.0,Weekly,Weekly
36346514,,True,False,Gear III,2026-03-16T03:03:22.886Z,1773630202,4341937,246368,10,GD Jose,True,7590544,1149337,100019,False,,False,1,True,10,10,False,9,3,9160,23879,1,1,False,False,0,0,21,21,21,0,538627,2159,False,146552.0,978174.0,14479.0,Weekly,Weekly
42199324,,True,False,Immortals,2026-03-19T03:03:57.731Z,1773889437,851351,65030,10,TriPodX,True,9299101,1986130,100020,False,,False,1,True,10,10,False,8,3,10313,24520,1,1,False,False,31323271,31323271,21,21,21,0,738258,47624,False,462192.0,2912482.0,51477.0,Weekly,Weekly
41287705,,True,False,Inside,2026-03-16T03:03:22.886Z,1773630202,1779817,121468,10,SaabS,True,8684618,1289735,100021,False,,False,1,True,10,10,False,8,3,10249,24512,1,1,False,False,0,0,21,21,21,0,535331,461,False,549196.0,3065030.0,60517.0,Weekly,Weekly
43276194,,True,False,Slap Squad II,2026-03-16T03:03:22.886Z,1773630202,4866592,273388,10,Danzmen,True,5468025,568907,100022,False,,False,2,True,10,10,False,8,3,10407,24530,1,1,False,False,0,0,21,21,21,0,365163,746,False,321852.0,2730707.0,34482.0,Weekly,Weekly
27990000,,True,False,Lanthanium,2026-03-16T03:03:22.886Z,1773630202,1469374,110985,10,Fury0313,True,4622656,1178749,100024,False,,False,1,True,10,10,False,8,3,9136,23880,1,1,False,False,14238775,14238775,21,21,21,0,580470,646,False,191772.0,983450.0,23653.0,Weekly,Weekly
42584142,,True,False,Bloodlust,2026-03-19T03:03:57.731Z,1773889437,50810066,1205447,10,Knobbelboy,True,4214375,136788,100025,False,,False,1,True,10,10,False,12,4,10175,24502,1,1,False,False,25066306,25066306,21,21,21,0,467339,52,False,1843340.0,9059858.0,170739.0,Weekly,Weekly
25840344,,True,False,Turbine,2026-03-16T03:03:22.886Z,1773630202,1452818,102239,10,rafer,True,11282380,2317322,100026,False,,False,2,True,10,10,False,9,3,10491,24543,1,1,False,False,0,0,20,21,21,0,686782,2787,False,251024.0,1262707.0,30111.0,Weekly,Weekly
42884355,,True,False,Polar beat,2026-03-16T03:03:22.886Z,1773630202,1010514,67410,10,LeocreatorX,True,7994376,2357599,100027,False,,False,1,True,10,10,False,8,3,10287,24519,1,1,False,False,40486877,40486877,21,21,21,0,758190,2751,False,585476.0,4182495.0,61224.0,Weekly,Weekly
44686830,,True,False,Xenomorphosis,2026-03-16T03:03:22.886Z,1773630202,952935,57728,10,goose,True,1270978,59271,100028,False,,False,1,True,10,10,False,9,4,10600,24561,1,1,False,False,0,0,21,21,21,0,477238,2216,False,871940.0,5209830.0,79258.0,Weekly,Weekly
41038290,,True,False,FinalCode,2026-03-19T03:03:38.357Z,1773889418,1001782,74618,10,Flukester,True,15965502,4660758,100029,False,,False,1,True,10,10,False,8,3,10670,24567,1,1,False,False,41038290,41038290,21,21,21,0,587069,30,False,132468.0,703544.0,20160.0,Weekly,Weekly
44636618,,True,False,Piccadilly circus,2026-03-16T03:03:22.886Z,1773630202,674970,53797,10,AirForce,True,3498787,70314,100030,False,,False,2,True,10,10,False,8,3,10680,24567,0,0,False,False,43203722,43203722,21,22,22,0,773234,42649,False,367772.0,2513995.0,35156.0,Weekly,Weekly
44758188,,True,False,stigma,2026-03-16T03:03:22.886Z,1773630202,950258,82518,10,neigefeu,True,17035877,5466436,100031,False,,False,2,True,10,10,False,8,3,10731,24569,1,1,False,False,0,0,21,21,21,0,720859,389,False,257192.0,1632806.0,20573.0,Weekly,Weekly
45297335,,True,False,Pimpa,2026-03-16T03:03:22.886Z,1773630202,698175,53051,10,G3ingo,True,13001508,5440433,100032,False,,False,1,True,10,10,False,9,3,10776,24570,1,1,False,False,0,0,21,21,21,0,627259,615,False,1335584.0,9174577.0,105168.0,Weekly,Weekly
43744687,,True,False,Nelly,2026-03-16T03:03:22.886Z,1773630202,623773,41888,10,Filaret,True,10194491,1950504,100033,False,,False,1,True,10,10,False,9,3,10699,24568,1,1,False,False,30404441,30404441,21,21,21,0,494026,646,False,441324.0,3239128.0,45186.0,Weekly,Weekly
42020476,,True,False,Opac,2026-03-16T03:03:22.886Z,1773630202,758148,57237,10,Yendis,True,2801674,1210140,100034,False,,False,1,True,10,10,False,8,3,10792,24571,1,1,False,False,38408945,38408945,21,21,21,0,561616,372,False,158884.0,1051100.0,21567.0,Weekly,Weekly
45650578,,True,False,Killgore,2026-03-16T03:03:22.886Z,1773630202,527628,35561,10,RealZober,True,1902952,101369,100035,False,,False,2,True,10,10,False,9,3,10896,24575,1,1,False,False,0,0,21,22,22,0,616546,583,False,518120.0,3821422.0,45778.0,Weekly,Weekly
46423900,,True,False,Elzeko,2026-03-16T03:03:22.886Z,1773630202,1052143,78168,10,AutoNick,True,7254885,1093804,100036,False,,False,1,True,10,10,False,8,3,10941,24580,1,1,False,False,0,0,21,21,21,0,525926,452,False,732924.0,6084539.0,72987.0,Weekly,Weekly
46220912,,True,False,Holy Power,2026-03-19T03:03:57.731Z,1773889437,789864,43886,10,Dorami,True,3023874,1182,100037,False,,False,2,True,10,10,False,10,3,10950,24581,1,1,False,False,40938825,40938825,21,21,21,0,771703,2787,False,625212.0,5197181.0,78941.0,Weekly,Weekly
45970557,,True,False,GuThrie,2026-03-16T03:03:22.886Z,1773630202,620839,38701,10,StevenKsttle,True,31732445,6854314,100038,False,,False,1,True,10,10,False,8,3,10998,24591,1,1,False,False,0,0,21,21,21,0,793658,49155,False,575936.0,5010042.0,60944.0,Weekly,Weekly
45955195,,True,False,Off,2026-03-16T03:03:22.886Z,1773630202,787272,57243,10,Danzmen,True,5468025,568907,100039,False,,False,1,True,10,10,False,9,3,11050,24604,1,1,False,False,0,0,21,21,21,0,804766,47795,False,163160.0,1546276.0,19625.0,Weekly,Weekly
42629936,,True,False,Acid Rush II,2026-03-16T03:03:22.886Z,1773630202,1188098,81383,10,Serponge,True,4170784,119741,100040,False,,False,1,True,10,10,False,9,3,10286,24519,1,1,False,False,41252581,41252581,21,21,21,0,778324,50531,False,773992.0,5562225.0,79648.0,Weekly,Weekly
47109037,,True,False,Citadel of the Skies,2026-03-19T03:03:38.357Z,1773889418,595039,42609,10,ML500,True,1943440,2102,100041,False,,False,1,True,10,10,False,9,3,11058,24608,1,1,False,False,0,0,21,21,21,0,514911,948,False,618712.0,4722400.0,65272.0,Weekly,Weekly
38549307,,True,False,PaC,2026-03-16T03:03:22.886Z,1773630202,883033,64427,10,Danzmen,True,5468025,568907,100042,False,,False,1,True,10,10,False,8,3,10038,24488,0,0,False,False,11093468,11093468,21,21,21,0,757184,47795,False,334432.0,2794953.0,40682.0,Weekly,Weekly
46649388,,True,False,The Reign Of Moira,2026-03-16T03:03:22.886Z,1773630202,639885,47245,10,Elisione,True,10427439,1998453,100043,False,,False,1,True,10,10,False,8,3,11049,24602,1,1,False,False,0,0,21,21,21,0,731503,45775,False,587648.0,4253053.0,51472.0,Weekly,Weekly
21686349,,True,False,Airtime,2026-03-19T03:03:57.731Z,1773889437,3601650,247582,10,nasgubb,True,3931308,83851,100044,False,,False,1,True,10,10,False,8,3,6374,17910,0,0,False,False,0,0,20,20,20,0,627198,500,False,202368.0,1104092.0,23562.0,Weekly,Weekly
47770907,,True,False,Dreamy Abyss,2026-03-16T03:03:22.886Z,1773630202,687101,47794,10,f3lixsram,True,11072442,2155856,100045,False,,False,2,True,10,10,False,8,3,11241,24642,1,1,False,False,0,0,21,21,21,0,712035,1698,False,535368.0,3255601.0,49624.0,Weekly,Weekly
48359768,,True,False,Despacito OMG OwO,2026-03-19T03:03:57.731Z,1773889437,1833111,111544,10,Danzmen,True,5468025,568907,100046,False,,False,1,True,10,10,False,8,3,11289,24691,1,1,False,False,0,0,21,21,21,0,796604,50542,False,292036.0,2817166.0,37055.0,Weekly,Weekly
48199047,,True,False,the fairydust,2026-03-19T03:03:57.731Z,1773889437,1799090,124577,10,alkali,True,4266613,123735,100047,False,,False,2,True,10,10,False,8,3,11300,24660,1,1,False,False,48199047,48199047,21,22,22,0,541786,1895,False,258504.0,1402054.0,26820.0,Weekly,Weekly
47281969,,True,False,Bosshunter,2026-03-19T03:03:57.731Z,1773889437,815444,48360,10,Nico99,True,2549321,104497,100048,False,,False,1,True,10,10,False,8,3,11342,24672,1,1,False,False,0,0,21,21,21,0,463361,30,False,600924.0,5257932.0,73668.0,Weekly,Weekly
17235008,,True,False,X,2026-03-19T03:03:57.731Z,1773889437,59946153,2432623,10,TriAxis,True,2646076,57386,100049,False,,False,1,True,10,10,False,8,3,5647,16700,0,0,False,False,16934234,16934234,20,20,20,0,561616,372,False,203144.0,1414996.0,26248.0,Weekly,Weekly
47849218,,True,False,Fun,2026-03-16T03:03:22.886Z,1773630202,1508669,99805,10,Jayuff,True,8721938,1295394,100050,False,,False,1,True,10,10,False,8,3,11250,24643,1,1,False,False,47849218,47849218,21,21,21,0,741233,1068,False,700396.0,3954189.0,63791.0,Weekly,Weekly
35418014,,True,False,The Behemoth,2026-03-19T03:03:57.731Z,1773889437,3402505,211812,10,JacobROso,True,1381364,156347,100051,False,,False,2,True,10,10,False,9,4,8647,23510,1,1,False,False,0,0,21,21,21,0,642021,550,False,637412.0,3964154.0,73517.0,Weekly,Weekly
47348577,,True,False,Aquamarine,2026-03-16T03:03:22.886Z,1773630202,932602,62213,10,Lemons,True,4087549,207729,100052,False,,False,1,True,10,10,False,8,3,11450,24780,1,1,False,False,0,0,21,21,21,0,806165,894,False,293004.0,1730394.0,30257.0,Weekly,Weekly
49217236,,True,False,Point Blank,2026-03-16T03:03:22.886Z,1773630202,1108193,78500,10,Lemons,True,4087549,207729,100053,False,,False,2,True,10,10,False,8,3,11475,24850,1,1,False,False,43259063,43259063,21,21,21,0,782870,452,False,378688.0,2716353.0,43112.0,Weekly,Weekly
48808992,,True,False,Digital Combo,2026-03-19T03:03:57.731Z,1773889437,796238,67312,10,distortt,True,9560149,2515876,100054,False,,False,2,True,10,10,False,8,3,11568,24800,1,1,False,False,0,0,21,21,21,0,817872,2787,False,291200.0,2013873.0,40134.0,Weekly,Weekly
48948859,,True,False,RadioCutter,2026-03-19T03:03:57.731Z,1773889437,487041,32843,10,Darwin,True,2026335,885700,100055,False,,False,1,True,10,10,False,8,3,11646,24810,1,1,False,False,47873435,47873435,21,21,21,0,614354,30,False,456872.0,2725935.0,44967.0,Weekly,Weekly
49633418,,True,False,GluttonY,2026-03-19T03:03:57.731Z,1773889437,1275841,96470,10,Danzmen,True,5468025,568907,100056,False,,False,2,True,10,10,False,8,3,11657,24817,1,1,False,False,0,0,21,21,21,0,677465,2751,False,276652.0,2137769.0,31535.0,Weekly,Weekly
49941534,,True,False,in Silico,2026-03-19T03:03:57.731Z,1773889437,2828127,188543,10,rafer,True,11282380,2317322,100057,False,,False,2,True,10,10,False,8,4,11839,24901,1,1,False,False,0,0,21,21,21,0,175013,772,False,1100976.0,7465308.0,102799.0,Weekly,Weekly
50023776,,True,False,OuT oF nAmE iDeAs,2026-03-19T03:03:57.731Z,1773889437,473809,34759,10,spark,True,3993024,133104,100058,False,,False,2,True,10,10,False,8,3,11873,24819,1,1,False,False,0,0,21,22,22,0,494398,13942,False,547392.0,4941461.0,56863.0,Weekly,Weekly
50211341,,True,False,Space Magic,2026-03-19T03:03:57.731Z,1773889437,1207804,80759,10,Serponge,True,4170784,119741,100059,False,,False,1,True,10,10,False,9,4,11907,24910,1,1,False,False,0,0,21,21,21,0,830459,48917,False,484256.0,3508780.0,47471.0,Weekly,Weekly
50188461,,True,False,TechnoLaser,2026-03-16T03:03:22.886Z,1773630202,917832,73895,10,GirlyAle02,True,20949317,6328600,100060,False,,False,1,True,10,10,False,8,3,11921,24821,1,1,False,False,0,0,21,21,21,0,817872,2787,False,524312.0,2985490.0,49511.0,Weekly,Weekly
50563448,,True,False,The Death Moon,2026-03-19T03:03:57.731Z,1773889437,2022722,115299,10,Akame GD,True,17523096,5259995,100061,False,,False,1,True,10,10,False,8,4,12012,24829,1,1,False,False,49329464,49329464,21,21,21,0,685746,48978,False,746176.0,6000482.0,72693.0,Weekly,Weekly
50663150,,True,False,Deep Travel,2026-03-19T03:03:57.731Z,1773889437,1155138,85208,10,BlueLite,True,2798958,164813,100062,False,,False,3,True,10,10,False,9,4,12060,24831,1,1,False,False,0,0,21,21,21,0,781445,389,False,994664.0,6570433.0,90342.0,Weekly,Weekly
50554435,,True,False,Red Belly,2026-03-19T03:03:57.731Z,1773889437,1028195,67670,10,Danzmen,True,5468025,568907,100063,False,,False,1,True,10,10,False,8,3,12036,24830,1,1,False,False,49389836,49389836,21,21,21,0,826604,25360,False,299360.0,2279487.0,34063.0,Weekly,Weekly
43965119,,True,False,Absent,2026-03-19T03:03:57.731Z,1773889437,505308,36646,10,xPix3lest,True,3998709,93209,100064,False,,False,2,True,10,10,False,9,3,10603,24562,1,1,False,False,37655134,37655134,21,22,22,0,728314,30,False,443364.0,3338294.0,42764.0,Weekly,Weekly
49540012,,True,False,Impulse Drop ,2026-03-16T03:03:22.886Z,1773630202,1154827,76226,10,Cirtrax,True,16710729,4934351,100065,False,,False,1,True,10,10,False,8,3,11623,24809,1,1,False,False,0,0,21,21,21,0,815901,47624,False,391216.0,2515714.0,39078.0,Weekly,Weekly
51705784,,True,False,Beastmode,2026-03-16T03:03:22.886Z,1773630202,861531,62834,10,Pipenachho,True,4302641,277219,100066,False,,False,1,True,10,10,False,8,3,12353,24842,1,1,False,False,48106456,48106456,21,21,21,0,801273,25360,False,895188.0,6460295.0,79989.0,Weekly,Weekly
50850470,,True,False,kiroshi,2026-03-19T03:03:57.731Z,1773889437,749237,61255,10,distortt,True,9560149,2515876,100067,False,,False,2,True,10,10,False,8,3,12346,24842,1,1,False,False,0,0,21,21,21,0,830459,48917,False,320640.0,2064815.0,34691.0,Weekly,Weekly
51579290,,True,False,Sounds,2026-03-16T03:03:22.886Z,1773630202,592800,41544,10,ItzMezzo,True,16807920,5007917,100068,False,,False,1,True,10,10,False,8,3,12448,24844,1,1,False,False,0,0,21,21,21,0,834826,49155,False,854100.0,6058473.0,72694.0,Weekly,Weekly
51776115,,True,False,Another,2026-03-16T03:03:22.886Z,1773630202,647912,41530,10,DavJT,True,8003059,1817968,100069,False,,False,1,True,10,10,False,9,3,12489,24845,1,1,False,False,0,0,21,21,21,0,825917,45491,False,679836.0,4885305.0,61761.0,Weekly,Weekly
52356195,,True,False,Wack,2026-03-16T03:03:22.886Z,1773630202,1541158,112532,10,Yendis,True,2801674,1210140,100070,False,,False,1,True,10,10,False,8,3,12509,24846,1,1,False,False,0,0,21,21,21,0,759568,45491,False,141432.0,1074042.0,16162.0,Weekly,Weekly
52153801,,True,False,Zagato,2026-03-16T03:03:22.886Z,1773630202,686717,48961,10,GiaMmiX,True,48828388,7632342,100071,False,,False,1,True,10,10,False,8,3,12574,24848,1,1,False,False,0,0,21,21,21,0,609313,452,False,212308.0,1195227.0,25020.0,Weekly,Weekly
51450101,,True,False,WorsT LvL EveR MadE,2026-03-19T03:03:57.731Z,1773889437,1801950,112812,10,Danzmen,True,5468025,568907,100072,False,,False,2,True,10,10,False,8,3,12484,24845,1,1,False,False,0,0,21,21,21,0,823188,50902,False,247764.0,1959209.0,27460.0,Weekly,Weekly
29074072,,True,False,Monsterfest,2026-03-19T03:03:57.731Z,1773889437,801137,58527,10,rafer,True,11282380,2317322,100073,False,,False,1,True,10,10,False,8,3,10482,24541,1,1,False,False,0,0,21,21,21,0,521252,149,False,258768.0,1632273.0,32193.0,Weekly,Weekly
46342705,,True,False,Akedo Tokyo,2026-03-16T03:03:22.886Z,1773630202,583306,39344,10,distortt,True,9560149,2515876,100074,False,,False,1,True,10,10,False,8,3,12768,24852,1,1,False,False,0,0,21,21,21,0,808312,2787,False,178748.0,1268662.0,23901.0,Weekly,Weekly
52755435,,True,False,Silverize,2026-03-19T03:03:57.731Z,1773889437,819537,67182,10,Agils,True,17930391,5337068,100075,False,,False,1,True,10,10,False,8,3,12825,24854,1,1,False,False,52755435,52755435,21,21,21,0,684823,48917,False,640312.0,4194512.0,71233.0,Weekly,Weekly
54338123,,True,False,TiBuTi,2026-03-19T03:03:57.731Z,1773889437,3057989,193078,10,Danzmen,True,5468025,568907,100076,False,,False,1,True,10,10,False,8,4,12861,24854,1,1,False,False,53893890,53893890,21,21,21,0,623256,452,False,382408.0,3065182.0,39069.0,Weekly,Weekly
54334540,,True,False,Disordered Worlds,2026-03-19T03:03:57.731Z,1773889437,683257,56754,10,DamianosKabanos,True,12597361,3844439,100078,False,,False,1,True,10,10,False,8,3,12910,24855,0,0,False,False,53892499,53892499,21,21,21,0,486539,2159,False,479152.0,3237721.0,46514.0,Weekly,Weekly
10565740,,True,False,Bloodbath,2026-03-19T03:03:57.731Z,1773889437,144700020,5274202,10,Riot,True,503085,37415,100079,False,,False,2,True,10,10,False,12,3,3206,10330,0,0,False,False,7679228,7679228,19,21,21,0,467339,52,False,157404.0,690433.0,24746.0,Weekly,Weekly
52637454,,True,False,Boss V Devourers,2026-03-19T03:03:57.731Z,1773889437,1062475,55022,10,Xender Game,True,4133981,569965,100080,False,,False,1,True,10,10,False,9,3,12902,24855,1,1,False,False,0,0,21,21,21,0,805724,50715,False,644676.0,4923718.0,54795.0,Weekly,Weekly
54434374,,True,False,Spotlight,2026-03-16T03:03:22.886Z,1773630202,634545,38793,10,MrSpaghetti,True,2989276,1711800,100081,False,,False,5,True,10,10,False,8,3,12953,24858,0,0,False,False,0,0,21,22,22,0,368392,35,False,323148.0,3171152.0,37572.0,Weekly,Weekly
54842344,,True,False,Aqualast,2026-03-19T03:03:38.357Z,1773889418,779865,50474,10,f3lixsram,True,11072442,2155856,100082,False,,False,2,True,10,10,False,9,4,13118,24866,1,1,False,False,0,0,21,21,21,0,854531,50763,False,611548.0,4188908.0,64328.0,Weekly,Weekly
55002852,,True,False,Welder,2026-03-16T03:03:22.886Z,1773630202,542100,30337,10,Desumari,True,9261799,1463841,100083,False,,False,1,True,10,10,False,8,3,13216,24871,1,1,False,False,52530615,52530615,21,21,21,0,801752,47624,False,578560.0,4211892.0,60471.0,Weekly,Weekly
53642653,,True,False,Cool,2026-03-16T03:29:35.208Z,1773631775,762416,52154,10,Fletzer,True,16281898,4792891,100084,False,,False,2,True,10,10,False,8,3,12906,24855,0,0,False,False,0,0,21,21,21,0,402814,452,False,359716.0,2205329.0,36760.0,Weekly,Weekly
46241189,,True,False,rotten core,2026-03-16T03:03:22.886Z,1773630202,613180,39230,10,Alexcont,True,6961109,999835,100085,False,,False,1,True,10,10,False,8,3,11277,24650,0,0,False,False,45714307,45714307,21,21,21,0,791551,50550,False,276072.0,1774175.0,31235.0,Weekly,Weekly
50020133,,True,False,i Promise,2026-03-16T03:03:22.886Z,1773630202,565389,36026,10,EnZore,True,6882098,1674679,100086,False,,False,1,True,10,10,False,8,3,11920,24821,1,1,False,False,46589367,46589367,21,21,21,0,784086,50758,False,468308.0,3207524.0,45306.0,Weekly,Weekly
47748375,,True,False,Earthquake ,2026-03-19T03:03:57.731Z,1773889437,657427,36212,10,Sharks,True,3514915,43213,100087,False,,False,1,True,10,10,False,8,3,11230,24641,1,1,False,False,0,0,21,21,21,0,801275,25360,False,501040.0,3293317.0,43695.0,Weekly,Weekly
55644969,,True,False,God Yeeter,2026-03-19T03:03:57.731Z,1773889437,4277057,250592,10,Danzmen,True,5468025,568907,100088,False,,False,2,True,10,10,False,8,3,13460,24881,1,1,False,False,0,0,21,22,22,0,827836,25360,False,364784.0,3174988.0,35218.0,Weekly,Weekly
49913089,,True,False,Inspirative,2026-03-19T03:03:57.731Z,1773889437,607229,39531,10,Zoroa,True,3624826,44967,100089,False,,False,3,True,10,10,False,8,3,13485,24882,1,1,False,False,49913089,49913089,21,22,22,0,769607,44370,False,418164.0,3463496.0,35441.0,Weekly,Weekly
55857657,,True,False,Aphasia,2026-03-16T03:29:20.625Z,1773631760,390662,20488,10,ViP3r,True,3619771,1790859,100090,False,,False,2,True,10,10,False,9,3,13784,24884,1,1,False,False,55750964,55750964,21,22,22,0,801642,47624,False,678644.0,4426442.0,56998.0,Weekly,Weekly
39441247,,True,False,Vociferous Energy,2026-03-19T03:03:38.357Z,1773889418,359826,15570,10,MikeWheelerFan,True,7516880,1036664,100091,False,,False,1,True,10,10,False,9,3,13686,24884,1,1,False,False,0,0,21,21,21,0,731587,500,False,635628.0,4872084.0,65484.0,Weekly,Weekly
48874861,,True,False,Meat Rush,2026-03-19T03:03:57.731Z,1773889437,457265,24615,10,MikeWheelerFan,True,7516880,1036664,100092,False,,False,1,True,10,10,False,8,3,13831,24885,0,0,False,False,0,0,21,21,21,0,561277,5783,False,419336.0,3028424.0,41938.0,Weekly,Weekly
51881109,,True,False,Bubbly Blast,2026-03-16T03:03:22.886Z,1773630202,622122,39688,10,Cirtrax,True,16710729,4934351,100093,False,,False,1,True,10,10,False,8,3,12399,24843,1,1,False,False,51058761,51058761,21,21,21,0,755396,50543,False,341884.0,1870244.0,35089.0,Weekly,Weekly
56324155,,True,False,Magtronic,2026-03-16T03:03:22.886Z,1773630202,495957,33623,10,DHaner,True,16822927,5101824,100094,False,,False,2,True,10,10,False,8,3,13959,24890,1,1,False,False,0,0,21,21,21,0,833658,2787,False,408896.0,2642562.0,39667.0,Weekly,Weekly
